@RELATION classifier_rf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {train_COPD,train_normal}

@DATA
0.002427,0.149898,2.671935,0.082397,0.184613,0.013153,0.050849,0.002865,-26.448397,2.869716,0.477151,0.621838,0.326722,0.325656,0.180887,0.165165,0.090592,0.100435,0.068478,0.071987,0.048991,0.000884,0.000092,0.080278,0.000541,0.051135,0.000328,0.235758,0.000050,0.000191,0.001531,0.012981,0.000111,0.074015,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.108984,train_COPD
0.001203,0.018503,2.774725,0.087380,0.189203,0.013784,0.072867,0.002074,-29.251052,2.760713,0.447606,0.561928,0.239681,0.244648,0.110634,0.124009,0.060567,0.070948,0.029064,0.026225,-0.004301,0.001064,0.000094,0.031883,0.000455,0.094087,0.000406,0.165214,0.000051,0.000187,0.002505,0.004865,0.000190,0.059061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.106646,train_COPD
0.001780,0.152718,2.678749,0.086116,0.187825,0.014557,0.045297,0.002511,-25.954208,2.716756,0.381295,0.612953,0.294179,0.282852,0.162087,0.152327,0.089274,0.095200,0.058622,0.075987,0.052755,0.000794,0.000095,0.087194,0.000453,0.056676,0.000342,0.219332,0.000052,0.000185,0.000997,0.009462,0.000115,0.071529,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.091570,train_COPD
0.005564,0.044767,2.690426,0.091741,0.191869,0.032222,0.046997,0.004771,-28.616222,2.510678,0.518417,0.630304,0.318143,0.296668,0.222266,0.194127,0.188846,0.146859,0.070628,0.122883,0.055105,0.000918,0.000135,0.097338,0.000537,0.052590,0.000385,0.202255,0.000063,0.000258,0.001557,0.018302,0.000214,0.068947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.088346,train_COPD
0.006578,0.019605,2.672350,0.097255,0.206092,0.015990,0.053965,0.003010,-29.430434,2.725501,0.540867,0.736516,0.355855,0.325270,0.244505,0.214311,0.146330,0.147061,0.094221,0.093651,0.077330,0.000744,0.000085,0.069831,0.000424,0.069047,0.000294,0.174325,0.000043,0.000169,0.001417,0.024186,0.000100,0.061285,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.122059,train_COPD
0.004662,0.149756,2.702818,0.088435,0.195193,0.014103,0.048740,0.003142,-25.838018,2.887573,0.623988,0.630148,0.316285,0.313442,0.178232,0.196311,0.103417,0.121750,0.075285,0.074045,0.050730,0.001062,0.000091,0.084880,0.000622,0.062600,0.000408,0.195804,0.000044,0.000214,0.001902,0.012434,0.000115,0.066700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.106607,train_COPD
0.004863,0.020034,2.673608,0.089538,0.195531,0.015822,0.041577,0.003530,-28.814029,2.809376,0.588956,0.691109,0.367512,0.345052,0.213020,0.216284,0.124247,0.135874,0.075731,0.073349,0.052743,0.001196,0.000096,0.120781,0.000536,0.048598,0.000349,0.180619,0.000053,0.000199,0.002193,0.025527,0.000118,0.067566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.079160,train_COPD
0.007178,0.030468,2.658946,0.101149,0.208122,0.020037,0.045397,0.003521,-28.095897,2.680533,0.537740,0.671607,0.348370,0.332991,0.209848,0.189802,0.121245,0.125598,0.073811,0.065822,0.047363,0.001186,0.000127,0.106197,0.000668,0.054981,0.000418,0.180792,0.000069,0.000223,0.001811,0.021683,0.000132,0.065655,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.096478,train_COPD
0.003249,0.063256,2.643419,0.080072,0.181253,0.013847,0.041604,0.003773,-27.116666,3.095485,0.493344,0.617757,0.333902,0.305405,0.185120,0.182766,0.070141,0.083382,0.058741,0.076976,0.039247,0.001581,0.000128,0.110206,0.000867,0.036304,0.000524,0.240824,0.000071,0.000271,0.002203,0.016304,0.000171,0.077726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.097072,train_COPD
0.012624,0.019787,2.662387,0.126579,0.226356,0.044043,0.032961,0.003487,-28.002178,2.293362,0.722291,0.467486,0.391595,0.206427,0.180217,0.110658,0.101886,0.055801,0.062160,0.054954,0.008431,0.001682,0.000135,0.133631,0.000918,0.059839,0.000516,0.150021,0.000072,0.000266,0.002227,0.012689,0.000161,0.064444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.097087,train_COPD
0.002861,0.106900,2.646297,0.087561,0.190492,0.015893,0.048079,0.003212,-27.384240,2.780082,0.464707,0.613734,0.302010,0.319837,0.170246,0.164861,0.092750,0.088974,0.067373,0.069366,0.041867,0.001353,0.000102,0.097748,0.000630,0.044174,0.000411,0.229314,0.000056,0.000247,0.004917,0.011774,0.000130,0.075202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.092210,train_COPD
0.003203,0.077271,2.666449,0.084030,0.186580,0.013862,0.043757,0.002929,-27.036118,2.741249,0.323382,0.710242,0.277559,0.234373,0.239400,0.166376,0.049057,0.163875,0.074392,0.020081,0.054805,0.001009,0.000099,0.079974,0.000506,0.044498,0.000383,0.252966,0.000059,0.000203,0.001620,0.014093,0.000135,0.077984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,400.000000,0.085537,train_COPD
0.004747,0.027972,2.687687,0.086654,0.189113,0.015451,0.036906,0.004127,-27.629763,3.079257,-0.009001,0.140412,0.223461,0.319590,0.099859,0.081284,0.045241,0.043451,0.015742,0.109224,0.147787,0.001049,0.000295,0.092408,0.001308,0.048242,0.001378,0.229962,0.000200,0.000603,0.001286,0.009379,0.000403,0.074756,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.092593,train_COPD
0.000812,0.069937,2.725287,0.092167,0.194801,0.014263,0.053271,0.001629,-27.205770,2.507260,0.309506,0.486700,0.197307,0.236216,0.118718,0.133361,0.073383,0.088172,0.057132,0.068922,0.047100,0.000527,0.000088,0.038299,0.000364,0.065146,0.000278,0.253695,0.000050,0.000167,0.000644,0.003786,0.000108,0.076862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.098229,train_COPD
0.003109,0.056811,2.696198,0.082295,0.184886,0.013620,0.044582,0.003167,-27.206716,2.873950,0.423101,0.672941,0.351815,0.324309,0.191698,0.181131,0.109831,0.132439,0.070361,0.065510,0.045312,0.000927,0.000107,0.105713,0.000536,0.047044,0.000362,0.214235,0.000064,0.000256,0.001760,0.017533,0.000127,0.071914,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.092846,train_COPD
0.006646,0.028723,2.736176,0.086000,0.186411,0.016164,0.034265,0.005851,-27.615314,3.210868,0.379703,0.710827,0.193180,0.265991,0.223992,0.143226,0.064020,0.024691,-0.011985,0.018980,0.025580,0.005043,0.000334,0.064505,0.003028,0.052420,0.001501,0.204353,0.000108,0.000658,0.007211,0.019219,0.000384,0.063603,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.085470,train_COPD
0.004502,0.039818,2.680912,0.078256,0.177003,0.013648,0.034332,0.004628,-26.998159,3.003368,0.297564,0.675832,0.056892,0.228741,0.184036,0.141025,0.050093,0.082144,0.085459,0.176960,0.041311,0.002214,0.000316,0.088370,0.001647,0.042440,0.001321,0.233185,0.000090,0.000645,0.003090,0.017482,0.000340,0.073309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.102964,train_COPD
0.005354,0.007619,2.740378,0.074159,0.171155,0.014242,0.030365,0.005962,-29.141156,3.364220,0.024831,0.588194,0.344229,0.282594,0.285998,0.158248,0.071360,0.071000,-0.035527,0.059465,0.097400,0.003610,0.000380,0.090097,0.001930,0.036632,0.001204,0.234391,0.000210,0.000579,0.003884,0.021087,0.000447,0.072260,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,300.000000,0.095000,train_COPD
0.008846,0.036069,2.720194,0.108051,0.216934,0.020994,0.043007,0.003641,-27.225082,2.849345,0.684474,0.599494,0.287017,0.253778,0.102787,0.136561,0.062299,0.090544,0.041847,0.055705,0.057772,0.002161,0.000117,0.074277,0.001117,0.070978,0.000773,0.174418,0.000058,0.000332,0.002198,0.013448,0.000164,0.061614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.080189,train_COPD
0.008665,0.049856,2.714039,0.093532,0.198665,0.018241,0.036590,0.005599,-26.580717,3.291155,0.438630,0.517709,0.241321,0.267783,0.102400,0.175955,0.032518,-0.010702,0.070505,-0.002926,0.074672,0.004453,0.000316,0.067579,0.002354,0.057080,0.001580,0.186074,0.000120,0.000641,0.005823,0.024007,0.000371,0.060304,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.088989,train_COPD
0.007389,0.024622,2.903154,0.084779,0.190222,0.016784,0.031157,0.006152,-28.769338,3.557014,0.651589,0.569047,0.310607,0.357353,0.217654,0.220963,0.141658,0.121702,0.048376,0.078703,0.065154,0.003790,0.000375,0.106187,0.002077,0.046961,0.001245,0.149914,0.000208,0.000548,0.005218,0.036844,0.000402,0.061890,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.084175,train_COPD
