@RELATION classifier_rf
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {stop breath,normal data}

@DATA
0.006150,0.014533,2.873915,0.072234,0.164996,0.014766,0.021515,0.010254,-28.565067,4.079399,0.977648,0.464439,-0.203835,-0.153947,-0.045210,0.197527,0.202593,0.114907,-0.097999,-0.202681,-0.219096,0.020758,0.002117,0.115007,0.005165,0.029342,0.002821,0.142780,0.000062,0.001882,0.008322,0.037086,0.002414,0.054266,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.151261,stop breath
0.006155,0.010124,2.836586,0.073670,0.166531,0.018061,0.022022,0.010758,-29.454828,4.030987,0.975474,0.482068,-0.174895,-0.153175,-0.062400,0.166830,0.172344,0.094278,-0.105589,-0.204795,-0.220178,0.022332,0.001930,0.101184,0.005435,0.031354,0.003653,0.135959,0.000089,0.001783,0.009582,0.041601,0.002389,0.052326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.134897,stop breath
0.006177,0.013157,2.857925,0.069415,0.161370,0.014872,0.023103,0.010395,-28.689354,4.150933,0.997367,0.454388,-0.201530,-0.142211,-0.022189,0.222616,0.206526,0.099641,-0.126340,-0.232346,-0.236898,0.020071,0.002230,0.100596,0.004735,0.029709,0.002523,0.147981,0.000067,0.001812,0.008827,0.041599,0.002034,0.054020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.124620,stop breath
0.006679,0.009251,2.841972,0.071260,0.162963,0.016665,0.020924,0.011638,-29.255877,4.198324,1.038631,0.493635,-0.185870,-0.151066,-0.052266,0.197414,0.210367,0.120224,-0.097115,-0.205259,-0.225239,0.022519,0.002624,0.100254,0.005639,0.026445,0.003580,0.139420,0.000077,0.002426,0.012672,0.041023,0.002527,0.049948,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.130814,stop breath
0.007060,0.015645,2.898007,0.063074,0.151739,0.012798,0.024013,0.011225,-29.411674,4.409403,1.104840,0.503664,-0.204238,-0.164968,-0.050003,0.207870,0.212935,0.109259,-0.119927,-0.238957,-0.257262,0.028081,0.001739,0.083971,0.005963,0.023876,0.003595,0.132726,0.000051,0.001741,0.014259,0.051520,0.002931,0.048995,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.333333,0.110769,stop breath
0.006388,0.010695,2.870956,0.065842,0.155971,0.013702,0.029828,0.010481,-29.749317,4.262132,1.087962,0.511397,-0.182619,-0.149762,-0.060674,0.180629,0.190827,0.107087,-0.103898,-0.214808,-0.236833,0.028309,0.001644,0.098707,0.005257,0.026647,0.003220,0.136101,0.000059,0.001859,0.010123,0.044864,0.002638,0.053922,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.098507,stop breath
0.007623,0.009256,2.931448,0.064980,0.154734,0.013235,0.024031,0.012500,-29.223447,4.395868,1.044862,0.401661,-0.286236,-0.197414,-0.037613,0.231754,0.218691,0.083050,-0.167071,-0.270966,-0.252153,0.030351,0.003522,0.093984,0.007691,0.025245,0.004254,0.121589,0.000062,0.002340,0.010661,0.046626,0.002857,0.046381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.114613,stop breath
0.006520,0.014482,2.836831,0.070612,0.163335,0.015934,0.021058,0.011048,-28.519474,4.152269,1.004924,0.448648,-0.216980,-0.171824,-0.064485,0.176452,0.196884,0.115031,-0.087117,-0.196922,-0.215737,0.022420,0.001823,0.106919,0.005704,0.026616,0.003526,0.142547,0.000069,0.001845,0.010792,0.039881,0.002742,0.052951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,240.000000,0.119534,stop breath
0.006996,0.015699,2.945078,0.066306,0.155818,0.013786,0.022675,0.011951,-28.568979,4.339854,1.001896,0.415613,-0.255181,-0.177289,-0.041453,0.216081,0.214112,0.110473,-0.118380,-0.238981,-0.251299,0.023967,0.003137,0.088472,0.006766,0.025248,0.003692,0.146076,0.000065,0.002490,0.012274,0.041949,0.004021,0.050829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.181034,stop breath
0.008580,0.014262,2.951120,0.070248,0.160819,0.015662,0.021988,0.013684,-28.255759,4.338408,0.988316,0.348992,-0.337139,-0.222522,-0.053284,0.221625,0.207329,0.080074,-0.159055,-0.260789,-0.244018,0.031781,0.004948,0.079394,0.011610,0.025248,0.005349,0.118089,0.000074,0.002612,0.015057,0.040444,0.004955,0.044599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.104348,stop breath
0.006806,0.009672,2.921999,0.072634,0.164593,0.017353,0.020154,0.011579,-28.725313,4.158048,0.957896,0.421289,-0.222703,-0.145246,-0.022058,0.216429,0.205143,0.100148,-0.119735,-0.219600,-0.219510,0.024000,0.003367,0.090685,0.005570,0.029970,0.003452,0.146662,0.000079,0.002020,0.009289,0.039492,0.002349,0.050912,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.125000,stop breath
0.006284,0.004294,2.854758,0.076798,0.171175,0.021040,0.021266,0.011098,-30.293949,3.958310,0.924835,0.458141,-0.174300,-0.132597,-0.050460,0.168578,0.173409,0.099025,-0.100260,-0.203592,-0.225694,0.023228,0.002269,0.093422,0.006291,0.023804,0.003177,0.167606,0.000094,0.001980,0.010822,0.035571,0.002600,0.055124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000000,0.128440,stop breath
0.006488,0.023247,2.843145,0.071769,0.162929,0.016145,0.023363,0.010821,-28.214806,4.129653,0.964500,0.449395,-0.210420,-0.157061,-0.055719,0.187647,0.205727,0.128814,-0.069142,-0.179191,-0.210560,0.020372,0.002161,0.103972,0.006009,0.024398,0.003461,0.153324,0.000072,0.002035,0.009777,0.040802,0.002625,0.054513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.200581,stop breath
0.007657,0.015015,2.949450,0.071996,0.164047,0.016652,0.020674,0.012060,-28.058225,4.224025,1.069724,0.544939,-0.144538,-0.129689,-0.049332,0.186031,0.196952,0.113486,-0.104599,-0.221342,-0.249337,0.031821,0.002439,0.063527,0.007498,0.024959,0.003737,0.118348,0.000075,0.002633,0.021170,0.053656,0.002915,0.042755,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.134897,normal data
0.008042,0.013394,2.916277,0.064144,0.151885,0.013167,0.021362,0.012427,-28.539815,4.488411,1.133597,0.536403,-0.197322,-0.177019,-0.074516,0.188553,0.211632,0.130292,-0.094789,-0.220863,-0.252373,0.030487,0.002325,0.065354,0.007752,0.022480,0.004637,0.115481,0.000060,0.002545,0.021830,0.056139,0.003472,0.041552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.158385,normal data
0.008137,0.011896,2.919364,0.066740,0.155372,0.015050,0.018467,0.013358,-28.431561,4.453979,1.065632,0.450263,-0.248172,-0.177514,-0.042701,0.217135,0.219755,0.118081,-0.116128,-0.238729,-0.256706,0.030984,0.002778,0.062691,0.008094,0.024995,0.004138,0.110508,0.000073,0.002814,0.021667,0.054755,0.003616,0.040242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,133.333333,0.136232,normal data
0.007684,0.012375,2.921060,0.064924,0.152300,0.013716,0.020877,0.012759,-28.689584,4.515725,1.098683,0.425862,-0.272188,-0.179499,-0.020908,0.248453,0.247098,0.131788,-0.109122,-0.228177,-0.247966,0.027083,0.002979,0.068790,0.007446,0.026025,0.003610,0.128350,0.000065,0.002652,0.018395,0.050007,0.003594,0.044344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.190058,normal data
0.008097,0.014489,2.957434,0.060368,0.145767,0.012509,0.021880,0.013158,-28.505706,4.617579,1.141555,0.472549,-0.273360,-0.209759,-0.064304,0.218913,0.235408,0.129791,-0.122112,-0.257781,-0.284241,0.033614,0.003377,0.063589,0.007302,0.021550,0.004237,0.113284,0.000062,0.002459,0.021557,0.054695,0.004089,0.040938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.117302,normal data
0.007883,0.004803,2.943741,0.065969,0.156593,0.014055,0.021184,0.013008,-30.175727,4.382825,1.109027,0.502414,-0.237711,-0.211466,-0.089095,0.192943,0.220920,0.121629,-0.116302,-0.253418,-0.277964,0.033855,0.002471,0.064692,0.007935,0.023311,0.004223,0.120667,0.000064,0.002463,0.018413,0.051258,0.004112,0.042686,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,171.428571,0.106825,normal data
0.007180,0.013006,2.942535,0.072540,0.166211,0.016175,0.020028,0.012087,-28.240290,4.168930,1.021253,0.488969,-0.191355,-0.161038,-0.060259,0.190403,0.209407,0.130558,-0.084187,-0.206266,-0.235755,0.020824,0.002444,0.072495,0.006892,0.027716,0.004240,0.141296,0.000071,0.002620,0.014998,0.048956,0.003273,0.048278,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,150.000000,0.188953,normal data
